,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
13078,MTNORAM.B21118M00769,3.34997E+18,23.3,0,49.21,4.72,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.40769E+18,-8.43443E+18,HALLAM,PA,17406,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13079,MTNORAM.B21118M00771,3.34997E+18,82.32,0,36.42,26.91,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.52347E+16,-3.76238E+18,SEVERNA PARK,MD,21146,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13080,MTNORAM.B21118M00771,3.34997E+18,82.32,0,36.42,26.91,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.52347E+16,-3.76238E+18,SEVERNA PARK,MD,21146,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13081,MTNORAM.B21118M00772,3.34997E+18,463.95,0,35.12,25.95,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,7.83379E+18,1.20258E+18,AUGUSTA,ME,4330,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13082,MTNORAM.B21118M00772,3.34997E+18,463.95,0,35.12,25.95,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,7.83379E+18,1.20258E+18,AUGUSTA,ME,4330,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13083,MTNORAM.B21118M00773,3.34997E+18,138.6,0,31.22,23.07,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,8.39053E+18,-5.79616E+18,MC HENRY,MD,21541,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13084,MTNORAM.B21118M00773,3.34997E+18,138.6,0,31.22,23.07,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,8.39053E+18,-5.79616E+18,MC HENRY,MD,21541,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13085,MTNORAM.B21118M00770,3.34997E+18,332.95,0,46.83,34.6,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.96537E+18,-2.20693E+18,NORTH BILLERICA,MA,1862,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13086,MTNORAM.B21118M00770,3.34997E+18,332.95,0,46.83,34.6,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.96537E+18,-2.20693E+18,NORTH BILLERICA,MA,1862,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13087,MTNORAM.B21118M00774,3.34997E+18,230.7,0,28.62,21.14,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.99408E+18,-5.66168E+18,WALLINGFORD,CT,6492,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13088,MTNORAM.B21118M00774,3.34997E+18,230.7,0,28.62,21.14,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.99408E+18,-5.66168E+18,WALLINGFORD,CT,6492,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13089,MTNORAM.B21118M00775,3.34997E+18,144.92,0,26.01,19.22,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-1.33388E+18,2.38745E+18,MILLSBORO,DE,19966,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13090,MTNORAM.B21118M00775,3.34997E+18,144.92,0,26.01,19.22,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-1.33388E+18,2.38745E+18,MILLSBORO,DE,19966,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13091,MTNORAM.B21118M00776,3.34997E+18,183.66,0,15.76,4.42,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.03072E+18,-1.17292E+18,CORRY,PA,16407,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13092,MTNORAM.B21118M00776,3.34997E+18,183.66,0,15.76,4.42,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,6.03072E+18,-1.17292E+18,CORRY,PA,16407,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13093,MTNORAM.B21118M00777,3.34997E+18,261,0,9.1,6.73,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.42151E+18,5.32212E+18,WATERFORD,CT,6385,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13094,MTNORAM.B21118M00777,3.34997E+18,261,0,9.1,6.73,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.42151E+18,5.32212E+18,WATERFORD,CT,6385,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13095,MTNORAM.B21118M00778,3.34997E+18,841.1,0,748.46,81.02,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.44281E+18,-1.34993E+18,BATESVILLE,AR,72501,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,144.84,20.71,0,165.55,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13096,MTNORAM.B21118M00778,3.34997E+18,841.1,0,748.46,81.02,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.44281E+18,-1.34993E+18,BATESVILLE,AR,72501,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,144.84,20.71,0,165.55,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13097,MTNORAM.B21118M00781,3.34997E+18,1087.03,0,535.72,12.87,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.6233E+18,-3.67153E+17,MARSHALL,TX,75672,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,134.92,19.29,0,154.22,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13098,MTNORAM.B21118M00781,3.34997E+18,1087.03,0,535.72,12.87,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.6233E+18,-3.67153E+17,MARSHALL,TX,75672,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,134.92,19.29,0,154.22,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13099,MTNORAM.B21118M00779,3.34997E+18,200.65,0,738.54,43.97,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,6.02321E+18,-4.62982E+18,WEEDSPORT,NY,13166,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,107.44,15.36,0,122.8,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13100,MTNORAM.B21118M00779,3.34997E+18,200.65,0,738.54,43.97,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,6.02321E+18,-4.62982E+18,WEEDSPORT,NY,13166,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,107.44,15.36,0,122.8,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13101,MTNORAM.B21118M00780,3.34997E+18,1064.75,0,620.37,22.25,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.57449E+17,1.7388E+18,SAPULPA,OK,74066,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,129.47,18.51,0,147.99,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13102,MTNORAM.B21118M00780,3.34997E+18,1064.75,0,620.37,22.25,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.57449E+17,1.7388E+18,SAPULPA,OK,74066,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,129.47,18.51,0,147.99,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13103,MTNORAM.B21118M00782,3.34997E+18,1247.01,0,443.12,26.38,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.12396E+18,6.39944E+18,HUDSON OAKS,TX,76087,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,133.51,19.09,0,152.61,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13104,MTNORAM.B21118M00782,3.34997E+18,1247.01,0,443.12,26.38,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.12396E+18,6.39944E+18,HUDSON OAKS,TX,76087,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,133.51,19.09,0,152.61,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13105,MTNORAM.B21118M00783,3.34997E+18,227.39,0,416.67,10.01,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.54797E+18,-2.91249E+18,ROME,NY,13440,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13106,MTNORAM.B21118M00783,3.34997E+18,227.39,0,416.67,10.01,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.54797E+18,-2.91249E+18,ROME,NY,13440,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13107,MTNORAM.B21118M00784,3.34997E+18,206.51,0,310.85,56.97,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-6.51235E+18,6.60566E+18,AKRON,NY,14001,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13108,MTNORAM.B21118M00784,3.34997E+18,206.51,0,310.85,56.97,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-6.51235E+18,6.60566E+18,AKRON,NY,14001,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13109,MTNORAM.B21118M00785,3.34997E+18,1353.05,0,211.64,17.59,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.23587E+18,-7.69684E+18,DICKINSON,ND,58601,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/3/2021 6:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13110,MTNORAM.B21118M00785,3.34997E+18,1353.05,0,211.64,17.59,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.23587E+18,-7.69684E+18,DICKINSON,ND,58601,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/3/2021 6:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13111,MTNORAM.B21118M00786,3.34997E+18,1611.58,0,163.14,48.18,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.01939E+18,-7.88339E+18,MORIARTY,NM,87035,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/2/2021 6:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13112,MTNORAM.B21118M00786,3.34997E+18,1611.58,0,163.14,48.18,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.01939E+18,-7.88339E+18,MORIARTY,NM,87035,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/2/2021 6:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13113,MTNORAM.B21118M00787,3.34997E+18,1182.55,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.70503E+17,-9.16125E+18,FORNEY,TX,75126,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13114,MTNORAM.B21118M00787,3.34997E+18,1182.55,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.70503E+17,-9.16125E+18,FORNEY,TX,75126,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13115,MTNORAM.B21118M00788,3.34997E+18,1217.38,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.28385E+18,-7.45485E+18,VALENTINE,NE,69201,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13116,MTNORAM.B21118M00788,3.34997E+18,1217.38,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.28385E+18,-7.45485E+18,VALENTINE,NE,69201,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13117,MTNORAM.B21118M00789,3.34997E+18,1119.45,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,8.47854E+18,-9.09056E+18,O'NEILL,NE,68763,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13118,MTNORAM.B21118M00789,3.34997E+18,1119.45,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,8.47854E+18,-9.09056E+18,O'NEILL,NE,68763,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13119,MTNORAM.B21118M00790,3.34997E+18,166.49,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.88527E+18,-2.78922E+18,DANSVILLE,NY,14437,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13120,MTNORAM.B21118M00790,3.34997E+18,166.49,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.88527E+18,-2.78922E+18,DANSVILLE,NY,14437,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13121,MTNORAM.B21118M00791,3.34997E+18,1013.51,0,147.58,33.86,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.09027E+18,-2.28364E+18,POTEAU,OK,74953,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13122,MTNORAM.B21118M00791,3.34997E+18,1013.51,0,147.58,33.86,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.09027E+18,-2.28364E+18,POTEAU,OK,74953,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/2/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13123,MTNORAM.B21118M00792,3.34997E+18,984.74,0,126.1,35.36,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.96568E+18,1.7155E+16,AFTON,OK,74331,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13124,MTNORAM.B21118M00792,3.34997E+18,984.74,0,126.1,35.36,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.96568E+18,1.7155E+16,AFTON,OK,74331,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13125,MTNORAM.B21118M00793,3.34997E+18,1278.61,0,81.13,6.95,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.61851E+18,6.41498E+18,BRENHAM,TX,77833,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13126,MTNORAM.B21118M00793,3.34997E+18,1278.61,0,81.13,6.95,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.61851E+18,6.41498E+18,BRENHAM,TX,77833,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13127,MTNORAM.B21118M00794,3.34997E+18,1157.11,0,65.61,6.29,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,1.93503E+18,-1.97719E+18,OKLAHOMA CITY,OK,73127,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13128,MTNORAM.B21118M00794,3.34997E+18,1157.11,0,65.61,6.29,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,1.93503E+18,-1.97719E+18,OKLAHOMA CITY,OK,73127,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13129,MTNORAM.B21118M00796,3.34997E+18,246.15,0,12.62,3.03,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-7.10435E+17,1.28233E+18,ROANOKE,VA,24019,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13130,MTNORAM.B21118M00796,3.34997E+18,246.15,0,12.62,3.03,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-7.10435E+17,1.28233E+18,ROANOKE,VA,24019,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13131,MTNORAM.B21118M00795,3.34997E+18,1038.95,0,63.93,9.85,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.43989E+18,-4.34639E+18,TEXARKANA,TX,75503,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13132,MTNORAM.B21118M00795,3.34997E+18,1038.95,0,63.93,9.85,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.43989E+18,-4.34639E+18,TEXARKANA,TX,75503,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/29/2021 3:04,5/1/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13133,MTNORAM.B21118M00797,-6.37921E+18,746.04,236,8881.6,979.51,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,7.16733E+18,4.50521E+18,WILKES BARRE,PA,18706-2000,-2.70009E+18,MTNORAM.TL,MTNORAM.53DV,2228.2,231.27,0,2459.47,4/29/2021 13:04,5/1/2021 0:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13134,MTNORAM.B21118M00799,-6.37921E+18,501.68,0,6735.2,934.23,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,6.73394E+18,4.28201E+18,TULSA,OK,74146-6936,-8.86393E+18,MTNORAM.TL,MTNORAM.53DV,1178.1,195.66,0,1373.76,4/29/2021 15:04,4/30/2021 17:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13135,MTNORAM.B21118M00801,-6.37921E+18,7.27,208,4496.6,374.45,3.60777E+18,-2.51488E+18,INDIANAPOLIS,IN,46231,7.70716E+18,8.59107E+18,INDIANAPOLIS,IN,46241-1302,8.75798E+18,MTNORAM.TL,MTNORAM.53DV,525,2.25,0,527.25,4/30/2021 17:04,5/4/2021 14:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13136,MTNORAM.B21118M00802,-6.37921E+18,700.94,1,2033,336.37,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,8.59489E+18,3.29014E+17,KING OF PRUSSIA,PA,19406-1401,-9.16399E+18,MTNORAM.TL,MTNORAM.45FB,1242.92,273.37,0,1516.29,4/28/2021 14:04,4/29/2021 3:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13137,MTNORAM.B21118M00803,-8.13096E+17,652.83,900,37789.2,9,-2.56821E+17,-1.12647E+17,NEW CASTLE,DE,19720,-8.24601E+18,-5.99591E+18,CICERO,IL,60804,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,1580,202.38,0,1782.38,4/19/2021 12:04,4/19/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13138,MTNORAM.B21118M00804,-7.45226E+18,285,1,1,1,-4.85773E+18,2.71726E+18,SIOUX FALLS,SD,57107,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,-1.59929E+18,MTNORAM.TL,MTNORAM.53DV,1200,88.35,0,1288.35,4/29/2021 5:04,4/29/2021 10:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13139,MTNORAM.B21118M00804,-7.45226E+18,285,1,1,1,-4.85773E+18,2.71726E+18,SIOUX FALLS,SD,57107,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,-1.59929E+18,MTNORAM.TL,MTNORAM.53DV,1200,88.35,0,1288.35,4/29/2021 5:04,4/29/2021 10:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13140,MTNORAM.B21118M00805,-6.37921E+18,910.32,125,18519,2195.4,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-7.71974E+18,-1.6838E+18,BROWNSVILLE,TX,78521-4468,-5.16217E+18,MTNORAM.TL,MTNORAM.53DV,1305.44,282.2,0,1587.64,4/29/2021 13:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13141,MTNORAM.B21118M00806,-8.13096E+17,299.38,1154,35372.32,49.34,6.7937E+18,4.06623E+18,OAKVILLE,ON,L6H 6R7,5.0729E+18,-4.46E+18,VALLEYFIELD,PQ,J6T 2G9,-2.08171E+18,MTNORAM.TL,MTNORAM.53DV,605,202.68,0,807.68,4/28/2021 18:04,4/29/2021 16:00,4/28/2021 13:36,4/28/2021 14:29,NO EVENT,NO EVENT
13142,MTNORAM.B21118M00808,-7.45226E+18,170.43,1,40000,3000,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,8.33816E+18,7.85199E+18,GREEN BAY,WI,54311,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,395.4,0,0,395.4,4/28/2021 15:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13143,MTNORAM.B21118M00808,-7.45226E+18,170.43,1,40000,3000,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,8.33816E+18,7.85199E+18,GREEN BAY,WI,54311,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,395.4,0,0,395.4,4/28/2021 15:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13144,MTNORAM.B21118M00808,-7.45226E+18,170.43,1,40000,3000,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,8.33816E+18,7.85199E+18,GREEN BAY,WI,54311,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,395.4,0,0,395.4,4/28/2021 15:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13145,MTNORAM.B21118M00808,-7.45226E+18,170.43,1,40000,3000,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,8.33816E+18,7.85199E+18,GREEN BAY,WI,54311,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,395.4,0,0,395.4,4/28/2021 15:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13146,MTNORAM.B21118M00809,-7.45226E+18,83.84,1,40000,3000,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,-2.0515E+18,-8.00685E+18,WAUSAU,WI,54401,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,194.51,0,0,194.51,4/28/2021 15:04,4/28/2021 16:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
